source,text,label
trt,Milli Eğitim Bakanı Tekin sınıf başkanı seçilen öğrencinin vaadini gerçekleştirdi,non-sarcastic
zaytung,"Dışişleri'nden Rusya'ya Uzlaşma Çağrısı: ‘‘Sandığa gidelim, katilin hangi örgütten olduğuna millet karar versin...’’",sarcastic
zaytung,Süleyman Şah ve Rehin Alınan Savcı Operasyonlarının Ardından Arap Dünyası Tedirgin: ‘‘Ya siz bu Yemen'e hiç bulaşmasanız?’’,sarcastic
zaytung,"Motorla Yaptığı Türkiye Turundan Ölmeden ve Tecavüze Uğramadan Kurtulmayı Başaran Alessio Perre, Kapıkule Sınır Kapısı'nda Coşku ile Karşılandı",sarcastic
trt,"Cumhurbaşkanı Erdoğan, Mescid-i Aksa İmamı Sabri'yi kabul etti",non-sarcastic
trt,"Bakan Fidan, Fransa'ya resmi ziyaret gerçekleştirecek",non-sarcastic
trt,Türkiye Kart 12 ilde daha kullanıma açılacak,non-sarcastic
trt,Bakan Yumaklı: Üreticilerimizi TARSİM sigortası yapmaya davet ediyorum,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan müjde: 1381 engelli öğretmen atanacak,non-sarcastic
trt,İmamoğlu İnşaat'ın villa projelerindeki usulsüzlükler inceleme raporlarında,non-sarcastic
zaytung,Yeni Dışişleri Sözcüsü Olarak Adı Geçen Seda Sayan İçin Hükümet ve SHOW TV Arasında Pazarlıklar Sürüyor...,sarcastic
zaytung,Filyasyon Ekibi Kılığında Evlere Giren Hırsızlık Çetesinden Ürküten Rapor: ''Tespit ettiğimiz vakalar açıklananın 3 katı...'',sarcastic
trt,"Ege Denizi'nde 4,5 büyüklüğünde deprem",non-sarcastic
trt,"Emine Erdoğan, Şara'nın eşi Latife El Durubi ile bir araya geldi",non-sarcastic
trt,Cumhurbaşkanı Erdoğan 'Aile Yılı' tanıtım programına katılacak,non-sarcastic
zaytung,"2020'de Henüz Gülümsetecek Bir Haber Alamayan İpek Dünay(28), Dişlerinin Beyazlığını Gösterme Umutlarını Önümüzdeki Seneye Devretti...",sarcastic
zaytung,"Mert Tunay(32), Mühendislik Eğitimi Artı MBA Artı Özel Sektörde Son 2 Yılı Yönetici Pozisyonunda Olmak Üzere 7 Yıllık Deneyimin Ardından Gece Yatmadan Önce Kombiyi Kıstı...",sarcastic
zaytung,Cumhurbaşkanı Erdoğan'ın Üniversitelerle İlgili Eleştirilerine Yanıt Devlet Bahçeli'den Geldi: ''AK Parti'nin yüksek öğretime yaptığı hizmetleri görmezden gelen bu zihniyet...'',sarcastic
zaytung,"Açıkladığı Ekonomi Paketleri İnternette Mizah Malzemesi Olma Özelliğini de Yitiren Bakan Albayrak, Eski Hevesinden Uzakta: ''Ya hepsine yüzde 5 yazın işte...''",sarcastic
zaytung,"Bedelli İçin Ne 15 Bin Lirası, Ne de O Kadar Kredi Çekme Şansı Bulunan Emre Yönmez(28)'in Yakın Çevresinde Gergin Bekleyiş: ''Ne zaman borç istemeye gelecek?''",sarcastic
trt,"Emine Erdoğan: Dayanışma büyüsün, gönüller daima bir olsun",non-sarcastic
zaytung,Yunanistan Turizm Bakanlığı: ''Noldu ya gelmiyorsunuz artık?'',sarcastic
zaytung,"50 Günlük Hasretin Ardından Meydandaki Bankına Kavuşan Muzaffer Celep(68), Eve Hayal Kırıklığıyla Döndü: ''Eskisi gibi değil, ikimizde de bazı şeyler bitmiş...''",sarcastic
zaytung,İstanbul İçin Yeni Miting Alanı Arayışında Mutlu Son: Konya Ovası...,sarcastic
trt,MGK bugün toplanacak,non-sarcastic
zaytung,"İnterneti Kesildiği İçin Ülke Gündeminden Uzak Kalan Güneydoğu İlleri, Türkiye'nin En Mutlu Şehirleri Sıralamasında Hızla Yükseliyor...",sarcastic
trt,Bakan Tunç: Terörsüz bir Türkiye'ye adım atmamız gerekiyor,non-sarcastic
zaytung,"Sınav Dönemi Öncesi Not Arayışlarını Hızlandıran Gencin Yılışıklığı, Mevsim Normallerinin Üstünde Seyrediyor",sarcastic
zaytung,72. Doğum Gününü Kutlayan Ajda Pekkan'da Yeni Kariyer Heyecanı: Bakalım Müzikte Yakaladığı Başarıya Komedide de Ulaşabilecek mi?,sarcastic
trt,15. İyilik Gemisi Mısır'a ulaştı: Gazze'ye yardımlar 96 bin tonu aştı,non-sarcastic
trt,Bakan Ali Yerlikaya'dan Özgür Özel'e 'bant' tepkisi,non-sarcastic
trt,Sırrı Süreyya Önder hayatını kaybetti,non-sarcastic
zaytung,"Altunizade Metrobüs Durağı’nın Meclis Gündemine Taşınması, Meclis Gündeminde İzdihama Neden Oldu..",sarcastic
trt,"Dışişleri Bakanı Fidan, BAE Devlet Başkanı Al Nahyan ile görüştü",non-sarcastic
zaytung,"Turizm Bakanlığı, Yeterli Turist Sayısına Ulaşılamaması Nedeniyle Bu Yıl Yaz Mevsiminin İptal Edildiğini Duyurdu: ''Masrafını kurtarmıyor...''",sarcastic
zaytung,"Venedik Belediyesi, Her Yağmur Sonrası Atılan ''Ankara Venedik'e döndü'' Manşetlerine İsyan Etti: ''Lan ne alakası var?!''",sarcastic
trt,Cevdet Yılmaz: Kamu düzenini bozanlar gençlerimizin geleceği ile oynamaktadır,non-sarcastic
trt,HÜRJET için nihai imza bu yıl atılacak,non-sarcastic
trt,9 ilde FETÖ operasyonunda 20 şüpheli yakalandı,non-sarcastic
trt,"Bakan Tunç: Kara propaganda, iş adamlarına da ekonomiye de katkı sağlamaz",non-sarcastic
zaytung,Bir Acı Haber Daha: 1992 Yılında İlk ''Münir Özkul Ölmüş'' Söylentisini Çıkaran Usta Muhasebeci Nadir Yücesu(64)'yu da Kaybettik...,sarcastic
trt,Emine Erdoğan'dan Kadir Gecesi mesajı,non-sarcastic
trt,Altun: Tüm kuruluşlarımızı sorumlu yayıncılığa davet ediyoruz,non-sarcastic
zaytung,"Bir Ay Öncesine Kadar Dalga Geçtiği Tüm Instagram Gerzekliklerini Karantina Sürecinde Sırayla Yapan Ezgi Yunak(26), TikTok'a Düşmeden Önceki Son Çırpınışlarını Yaşıyor...",sarcastic
trt,"Bakan Işıkhan, Beşiktaş'ta gece kulübü yangınında vefat edenleri andı",non-sarcastic
zaytung,"Üniversite Öğrencilerine Yönelik ''Yol Yakınken Okulu Bırakıp Bekçilik Sınavlarına Hazırlanma Kursu'', Yoğun İlgi Görüyor...",sarcastic
zaytung,'Kurban bayramınızı en içten dileklerimle kutlarım. ercan balazan' SMS'indeki Ercan Balazan'ın Kim Olduğu 9. Yılında da Gizemini Koruyor,sarcastic
zaytung,İsrail ve Rusya Konusundaki Gelişmelerin Ardından Ayarları Bozulan Ak Troller’e Başarılı Bir Operasyonla Format Atıldı...,sarcastic
trt,AFAD'dan KKTC'ye derin kuyu deprem gözlem istasyonu,non-sarcastic
trt,Çiftlik Bank davasında karar açıklandı,non-sarcastic
zaytung,Avrupa'da İspanyol veya İtalyan'a Benzetilmeyen Türk Genci İntihara Kalkıştı,sarcastic
zaytung,Kayak Hocaları İsyan Etti: “Takımları giyip instagramlık fotoğrafını çektiren gidiyor. Kimsenin kayakta gözü yok...“,sarcastic
trt,"Cumhurbaşkanı Erdoğan: Yıllık enflasyon kesintisiz düşüyor, devamı da gelecek",non-sarcastic
trt,Emine Erdoğan'dan 'kadın girişimciler' mesajı,non-sarcastic
trt,Irak'ın kuzeyinde 2 terörist etkisiz hale getirildi,non-sarcastic
zaytung,"Bayramda Huzurevini Ziyaret Eden Gençler, Mümkünse Kafa Bu Kadar Gitmeden Önce Ölmeyi Umuyorlar",sarcastic
zaytung,Kobane'de Gergin Gün: ''Diyarbakır düştü mü ya?'',sarcastic
zaytung,THY'nin Öğretmenler İçin Yaptığı %25 İndirim Kampanyasını Kullanabilecek Toplam 7 Öğretmende Büyük Sevinç...,sarcastic
zaytung,"Ayda Bir Canlı Bomba Saldırısı Yaşayan Türkiye, Seçimini İstikrardan Yana Kullandığı İçin Memnun...",sarcastic
zaytung,"Geçmiş Bayramlarda Boş İstanbul'un Tadını Çıkaran Suriyeli ve Afganlar, Bu Yıl Ekonomik Çöküş Mağduru: ''Bu ne abi her yerde Türk?!''",sarcastic
zaytung,"Dışişleri Bakanlığı, Muhtarlara ''Abi siz bu konulara fazla girmeseniz'' Demenin Uygun Bir Yolunu Arıyor...",sarcastic
trt,Fahrettin Altun: Dünya beşten büyüktür söylemi güçlü bir çağrıdır,non-sarcastic
zaytung,Sağlık Bakanı'ndan Korkutan Uyarı: ''İstanbul'da vaka artışı sürerse İBB Başkanı'nı daha fazla görmezden gelemeyebiliriz...'',sarcastic
zaytung,"Erdoğan, Altın Varaklı Koltuk Eleştirilerine Yanıt Verdi: ''İkea'dan ucuza aldık, Emine Hanım'la birlikte kurduk...''",sarcastic
zaytung,"Baharla Birlikte Aşkla İlgili Umutları Tekrar Yeşeren Gamze Adalı(27), Bir Sonraki Ayrılık İçin Kendini Hazır Hissediyor...",sarcastic
zaytung,"Sevgili Olup Olmadıkları Henüz Netleşmemiş, ''Takılıyoruz yaa'' Çiftlerinin 14 Şubat Gerginliği Sürüyor: Şakayla Karışık Kutlasak mı? Görmezden mi Gelsek? Nasıl Yapsak?",sarcastic
zaytung,"Ankara Milletvekili Ali İlyas Sayanlar'dan Mecliste Küfüre Sert Tepki: ''Arkadaşlar, bi sakin olun da oylamayı bitirip s... olup gidelim şu a… k... yerinden ya!''",sarcastic
zaytung,"İçişleri Bakanlığı, Son 3 Gündür Sokağa Çıkan Hizbullah, PKK, IŞİD ve Ülkücüler Arasında Eleme Usulü İç Savaş Düzeni Getiriyor",sarcastic
trt,Balıkesir'de patlayıcı madde üretilen fabrikada patlama,non-sarcastic
zaytung,Henüz Snapchat'i Çözememişken Bir de Aleyna Tilki'nin Çizgi Film Karakteri Olmadığı Şokuyla Sarsılan Gamze Üldür(29) Pes Etti: ‘‘Tamam ya yaşlıyım tamam…’’,sarcastic
zaytung,Beslenme ve Diyetetik Bölümlerinde Influencerlık Dersi Zorunlu Hale Getiriliyor...,sarcastic
zaytung,İlk Turda Birlikte Çalıştığı Montajcılara AKP'den Zorlu Görev: ''İflas etmiş bir Türkiye'den 21 yılda çok daha muazzam iflas etmiş bir Türkiye yaratmamızı başarı öyküsü olarak gösterebiliyor muyuz?'',sarcastic
trt,"Cumhurbaşkanı Erdoğan, Bahçeli ile görüşecek",non-sarcastic
trt,Yusuf Dikeç ile Şevval İlayda Tarhan Almanya'da altın madalya kazandı,non-sarcastic
zaytung,"Milli Eğitim Bakanlığı, Türkiye'nin PISA Testinde Son Sıralarda Yer Almasına Neden Olan 14 Milyon Öğrenciyi Sanayiye Vermekle Tehdit Etti...",sarcastic
trt,"Bakan Şimşek: Görevimizin başındayız, asılsız haberlere itibar etmeyin",non-sarcastic
zaytung,Başbakan Erdoğan Pakistanlılar'a Seslendi: ''Siz de mi küresel komplonun parçasısınız lan?!'',sarcastic
trt,Endonezya'dan Türkiye'ye önemli ziyaret,non-sarcastic
trt,"Galatasaray, Türkiye Kupası'nda yarı finale yükseldi",non-sarcastic
zaytung,"Bodrum Belediyesi, 4 Günlük Tatilde Facebook'a Yüklenen 600 Bin Fotoğrafla İlçenin 3 Boyutlu Haritasını Çıkardı",sarcastic
trt,Bakan Fidan'dan Özel'in 'cunta' açıklamalarına tepki,non-sarcastic
zaytung,"Cizre Ve Silopi'deki Olağanüstü Hal İle Zerre İlgilenmeyen Binlerce Vatandaş, 1 Karış Vatan Toprağı Vermeyeceğini Bugün de Tekrarladı",sarcastic
zaytung,"Antalya Belediyesi, Şehre Gelen 20 Kişilik Ukraynalı Turist Kafilesinin Cebindeki Toplam 12.500 USD'nin Esnaf Arasında Eşit Olarak Bölüştürüleceğini Açıkladı...",sarcastic
zaytung,"5 Yıl Direndikten Sonra Suriye'ye Asker Gönderen Türkiye, ABD'nin Neden Buna Yanaşmadığını Pek de Merak Etmiyor",sarcastic
trt,"Bahçeli'den, Bakan Memişoğlu'na Tıp Bayramı tebrik telefonu",non-sarcastic
zaytung,"Cuma Gecesi Dışarı Çıkan Bir Arkadaş Grubu Daha, Check-in'lerini Tamamlayarak ''Allahım çok eğleniyoruz'' Paylaşımları Safhasına Geçti",sarcastic
zaytung,"Otostop ile Dünyayı Gezen Hollandalı Çift, 4 Gündür Türkiye'de ve Hala Canlı...",sarcastic
trt,Aile ve Sosyal Hizmetler Bakanlığı ile TFF arasında işbirliği protokolü imzalandı,non-sarcastic
trt,Sahte belge soruşturmasında 73 şüpheli gözaltına alındı,non-sarcastic
zaytung,"TÜBİTAK, Herkesin Yalnızca Kendi Annesinin Yaptığı Aşureyi Beğenmesine Sebep Olan Kromozomu Buldu...",sarcastic
zaytung,"Yağmayan Karın Unutturduğu Vali Vasip Şahin, Bir Grup Öğretmen ve Öğrenciyle Birlikte Kar Duasına Çıktı...",sarcastic
trt,Irak'ın kuzeyine hava harekatı: 7 terörist etkisiz,non-sarcastic
zaytung,"Rusya'ya Yönelik Ekonomik Yaptırımlarda Türkiye de Masada: Cumhurbaşkanı Erdoğan ''Faiz Sebep, Enflasyon Sonuç'' Teorisine İkna Etmek İçin Putin'le Görüşecek...",sarcastic
zaytung,Beklediği SMS Gelmeyen Genç Kalp Krizi Geçirdi,sarcastic
trt,Cevdet Yılmaz: Türkiye Yüzyılı vizyonu adım adım hayata geçirilecek,non-sarcastic
trt,"Cumhurbaşkanı Yardımcısı Yılmaz, yarın KKTC'yi ziyaret edecek",non-sarcastic
zaytung,"Yabancı Yatırımcıdan Rahatlatan Açıklama: ''Biz zaten paraları çektik. İstediğiniz kadar birbirinizi öldürebilirsiniz, rahat olun...''",sarcastic
zaytung,Türkiye Berberler ve Kuaförler Odası Uyarıyor: ''Sakın...'',sarcastic
trt,Bakan Göktaş: Dijital bağımlılıkta kademeli bir düzenleme önereceğiz,non-sarcastic
zaytung,YSK'dan Seçmenlere Kritik Uyarı: ''Kimi seçecekseniz seçin ama bu adamı yine her gün görmek istemiyorsanız en az yüzde 2 fark olsun...'',sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz: Olmayan bir seçim sanki gündemmiş gibi bir algı oluşturuldu,non-sarcastic
trt,5’i kanser ilacı olmak üzere 16 ilaç daha geri ödemeye alındı,non-sarcastic
zaytung,Suriyelileri TC Vatandaşı Yaparak Ülkedeki Mülteci Sayısını Sıfıra İndirecek Müthiş Projenin Ayrıntıları Netleşiyor...,sarcastic
trt,"Bakan Fidan: Barış ve istikrarın en temel değerleri, Ukrayna ve Gazze'de tehdit altında",non-sarcastic
trt,TBMM Başkanı Kurtulmuş'tan yeni yıl mesajı,non-sarcastic
trt,AK Parti MYK toplandı,non-sarcastic
trt,"""Cumhurbaşkanlığı İdari İşler Başkanlığı""nın ismi, ""Cumhurbaşkanlığı Genel Sekreterliği"" oldu",non-sarcastic
trt,Aile hekimliklerinde ikamete dayalı yeni uygulama,non-sarcastic
trt,İnsanlık ittifakı İstanbul'da buluştu,non-sarcastic
zaytung,"Borç Parayla İnşaat Yapıp Cep Telefonu Alarak Dünya Devi Olma Hedefi Zora Giren Türkiye, Birilerinin Kendisine Operasyon Yaptığından Emin...",sarcastic
trt,Bakan Yerlikaya'dan Cumhurbaşkanı Erdoğan ve ailesine yönelik hakaretlere ilişkin açıklama,non-sarcastic
trt,Batı'nın hapishane bekçisi: Terör örgütü PKK/YPG,non-sarcastic
zaytung,Canı Sıkıldığında En Fazla Kendi Instagram'ını Kapatabilen Ceren Aydan(22)'ın Bir Hayali Var: ''Keşke ülke babamın çiftliği olsa da sıkıldıkça herkese kapatabilsem...'',sarcastic
zaytung,Survivor 2017 İçin Yarışmacıları İstanbul'a Yollama Kararı Alan İtalyan Rai3 Kanalına Tepki Yağıyor...,sarcastic
zaytung,"AKP'li Belediye Başkanlarının Tehdit, HDP'lilerin Kayyum, CHP'lilerin Soruşturmayla Görevden Alınmasının Ardından 2019 Yerel Seçimleri İçin En Güçlü Parti Haline Gelen MHP'de Yüzler Gülüyor...",sarcastic
trt,"Cumhurbaşkanı Erdoğan: Sokak terörü, soygunu perdeleme çabası",non-sarcastic
zaytung,Bakan Koca'dan İstanbullular'a Sitem: ''Bir gün izin verdik şehri AKP kongresine çevirdiniz...'',sarcastic
trt,"RTÜK'ten ""dolandırıcılık"" uyarısı",non-sarcastic
trt,Bayraktar KIZILELMA bir testi daha başarıyla geçti,non-sarcastic
trt,Bizim Çocuklar Macaristan deplasmanında,non-sarcastic
zaytung,"Yurtdışı Seyahatine Çıkan Erdoğan, Davutoğlu'nu Sıkı Sıkı Tembihledi: ''Kibritle oynamayın, yaramazlık yapmayın. Dolapta yemek var, ısıtıp yersiniz''",sarcastic
trt,Kara Kuvvetleri Komutanlığı uzman erbaş ve sözleşmeli er alacak,non-sarcastic
trt,Bakan Tunç: Gazze'de ateşkes barış ve istikrar için son derece önemli bir adım,non-sarcastic
trt,Bakanlık harekete geçti: Sağlık tesislerinde sahipsiz köpek kalmayacak,non-sarcastic
zaytung,Ekonomide Kaygı Veren Gelişme: Sebze Kuyruğunun Ardından Çöpten Yiyecek Toplamak da Zenginlik Belirtisi Olarak Pazarlanmaya Başlandı...,sarcastic
trt,MİT'in kariyer fırsatları gençlerin ilgi odağında,non-sarcastic
trt,AFAD: Artçı sarsıntılar önümüzdeki günlerde bir süre daha devam edebilecektir,non-sarcastic
zaytung,"İlişkiyi Uzaktan Yürütmenin Çok Daha Düşük Maliyetli Olduğunu Fark Eden Barış Yunak(29), Önlemlerin Gevşetilmesi İçin Henüz Erken Olduğunu Düşünüyor...",sarcastic
zaytung,"Bayram Tatili Boyunca Dövizin Artmadığını Fark Eden Ekonomi Yönetimi, Hafta Sonu Tatilini 6 Güne Çıkarmak İçin Düğmeye Bastı...",sarcastic
zaytung,"İlk Romanından Sonra Ortadan Kaybolarak Efsane Olan Yazarın, Halen Çorum'da Uzun Dönem Askerlik Yaptığı Ortaya Çıktı",sarcastic
trt,İstanbul'da bazı yollar trafiğe kapatıldı,non-sarcastic
zaytung,Adalet Bakanlığı'ndan Basın Özgürlüğü Hamlesi: Gazeteciler Hangi Terör Örgütünden Yargılanacaklarına Kendileri Karar Verebilecekler...,sarcastic
trt,Türkiye'de 34 ilin ihracatı ocak-şubat döneminde arttı,non-sarcastic
trt,THY'nin İslamabad ve Lahor seferleri iptal,non-sarcastic
zaytung,"İçişleri Bakanlığı, Son 24 Saatlik Bilançoyu Açıkladı: 7 Darbe Girişimi, 3 Büyük Tuzak, 2 Çirkin Oyun...",sarcastic
trt,A Milli Futbol Takımı 10 Haziran'da Meksika ile karşılaşacak,non-sarcastic
trt,"Bakan Göktaş, ABD'de gözaltına alınan Öztürk'ün babasıyla görüştü",non-sarcastic
zaytung,"Özel Sektörde Gelenek Bu Yıl da Bozulmadı: Maaş Zamlarının Açıklanmasına Kısa Bir Süre Kala Yine Piyasa Çok Kötü, Yine Şirket Zor Durumda...",sarcastic
zaytung,E Sınıfı Kamyon Sürücü Belgesiyle TV'de Psikologluk Yaptığı Ortaya Çıkan Ayhan Cemilgen: ''Ne var? Biz de insan sarrafıyız bi nevi...'',sarcastic
trt,Bakan Kurum: İstanbul'daki depremin ardından 8 bin 367 binayi inceledik,non-sarcastic
zaytung,"Yeni Gelecek Partisi Başkanı Mustafa Erdar(34), Kendine Sigortalı Bir İş Bulması İçin Ailesi Tarafından Son Kez Uyarıldı",sarcastic
trt,DMM: İstanbul'a giriş çıkışlar yasaklandı iddiası manipülasyon içermektedir,non-sarcastic
trt,"Cevdet Yılmız: Gazi Meclis'imiz, Türkiye Yüzyılı mücadelemizin en sağlam teminatı ve ilham kaynağıdır",non-sarcastic
trt,İstanbul'da zehir tacirlerine operasyon: 153 gözaltı,non-sarcastic
zaytung,"Hazine ve Maliye Bakanlığı, Kanal İstanbul Yapılacak Ümidiyle 12 Milyon TL'ye 44 Dönüm Arazi Kapatan Katar Kraliyet Ailesine ''Yalnız bize bi 80 milyar daha ateşlemeniz lazım'' Demenin Yolunu Arıyor...",sarcastic
zaytung,"Her Hafta Berat Albayrak'ın Mimiklerine Maruz Kalan Türkiye Pes Etti: ''Tamam ya yok kriz mriz, Allah kahretsin yok...''",sarcastic
zaytung,"AVM'de Gerginlik: Kapıdan Giren Anne-Oğulu Kapmak İsteyen Beyaz Eşyacı, Pırlantacı ve Cep Telefoncunun ''Benim hedef kitlem'' Tartışması Yumruklaşmaya Dönüştü",sarcastic
trt,Emeklilere zam farkı bugün yatacak,non-sarcastic
zaytung,"Adalet Bakanlığı, ""Öcalan İmralı'da değil"" İddialarına Yanıt Verdi: ""Hangi Öcalan?""",sarcastic
trt,Türkiye'den Bosna Hersek'in hava savunmasına destek,non-sarcastic
trt,Kocaeli'de kontrolden çıkan araç markete daldı: 2 yaralı,non-sarcastic
zaytung,"Latin Amerika'nın Ardından Cumhurbaşkanı Erdoğan'dan 'Paralel Yapı'yı Dinleyen Afrika Liderleri, Avustralya'ya Seslendi: ''Hiç gülmeyin olum, size de gelecek sıra...''",sarcastic
trt,Bakan Uraloğlu: Altyapıyı iyileştirme noktasında gerekli çalışmaları yapacağız,non-sarcastic
trt,TOBB Başkanı: Şirketlerimiz siyasi tartışmaların dışında tutulmalı,non-sarcastic
zaytung,Taner Yıldız’ın ‘Kedi’ Açıklamasının Ardından Birleşmiş Milletler 'Türkiye'nin Cezai Ehliyetinin Kaldırılması' Gündemiyle Toplandı,sarcastic
trt,Terörle mücadele PKK'yı çökertti: Örgüt silah bırakacağını açıkladı,non-sarcastic
zaytung,"Sınır Ötesine Çekilme Çağrısının Ardından Soluğu Maldivler'de Alan PKK Üst Yönetimine, Öcalan'dan Sert Çıkış: ''Lan ben oraya mı dedim?!''",sarcastic
trt,Bolu Belediye Başkanı Özcan: İtfaiye müdürü korkmuş olabilir,non-sarcastic
trt,57 ilde DEAŞ'a yönelik operasyonlarda 536 kişi yakalandı,non-sarcastic
trt,"Emekli bayram ikramiyesi kapsamında 15,5 milyon kişiye ödeme yapılacak",non-sarcastic
zaytung,"Dışişlerinde Yoğun Hafta Sonu Mesaisi: ABD ile İlişkiler iPhone 6 Seviyesinden iPhone 7 Seviyesine Çıkarılırken, İsrail ile İlişkiler Cola Zero Seviyesine Düşürüldü...",sarcastic
zaytung,"Harcamalarını Düzenli Olarak Kısan Genç Bankacı, Farkında Olmadan Avcı-Toplayıcı Yaşama Geri Döndü...",sarcastic
trt,Cumhurbaşkanı Erdoğan: Ateşkesi memnuniyetle karşılıyoruz,non-sarcastic
trt,"DMM, ""kaset ve şantaj"" iddialarını yalanladı",non-sarcastic
zaytung,"Başarı Öyküsü: A101'den Aldığı Sebze-Meyveyi ''Memleketten taze geldi'' Diyerek 3 Katı Fiyata İş Arkadaşlarına Satan Mine Turaç(27), 2 Ayda Cirosunu 3'e Katladı...",sarcastic
trt,Aile Yılı'na özel logo tasarlandı,non-sarcastic
trt,Bakan Kurum: Antakya'mızı yine kadim medeniyetlerin merkezi yapacağız,non-sarcastic
zaytung,"Yüksek Maliyetleri Nedeniyle Almanya ve Hollanda Seçeneklerinden Vazgeçen Dışişleri Bakanlığı, Geleneksel Seçim Öncesi Krizi İçin Liechtenstein'la El Sıkıştı...",sarcastic
zaytung,"Rapor: Beyaz Yakalılar Arasında Her Şeyi Bir Kenara Bırakıp Küçük, Şirin Bir Kafe Batırmak İsteyenlerin Sayısı Artıyor...",sarcastic
trt,Hız denetimleri bayram tatilinde de 7/24 sürdürüldü,non-sarcastic
trt,Kuzey Makedonya'daki yangında ağır yaralanan 3 kişi İstanbul'a getirildi,non-sarcastic
zaytung,"Bayram Sonrası Yine Acı Bilanço: Kazalarda Hayatını Kaybetmeyen Milyonlarca Çalışan, İşlerinin Başına Döndü",sarcastic
trt,Bakan Kacır: Kıbrıs Türkü'nün bu topraklarda ev sahibi olduğunu tüm dünyaya tekrar ilan ettik,non-sarcastic
trt,TBMM Başkanı Kurtulmuş'tan 19 Mayıs mesajı,non-sarcastic
zaytung,"Kırgızistan'nın 200 KM Kuzey Batısında, MHP ile Koalisyon Yapmaya Layık Bir Türk Boyu Keşfedildi: Kıpçankar Yörükleri",sarcastic
zaytung,AK Parti’nin Öcalan’dan Sonra İkinci Transfer Bombası Neçirvan Barzani İddialı Konuştu: ''Buraya oy veya oylar almak için geldim...'',sarcastic
zaytung,"Yolsuzluk İhbar Hattını Yanlışlıkla Arayan İşsiz Genç, Bingöl'e 4. Sınıf Emniyet Müdürü Olarak Atandı...",sarcastic
trt,"Bakan Yerlikaya: Povokatif paylaşım yapanlar, sanal devriyelerimiz tarafından titizlikle takip ediliyor",non-sarcastic
zaytung,"Para Birimi Son 1 Yılda TL Karşısında Neredeyse 2 Kat Değerlenen Gambiya, Ülkede Kimin Türkiye'ye Karşı Ekonomik Savaş Açtığını Araştırıyor...",sarcastic
trt,Enerjide tarihi rekor: Sakarya Gaz Sahası'nda ilk faz tamamlandı,non-sarcastic
trt,Alparslan Türkeş'in vefatının 28. yılı,non-sarcastic
trt,"Bakan Göktaş BM'de konuştu: Gazze'de kadınlar şiddetin, yoksulluğun en ağır yükünü taşıyor",non-sarcastic
trt,"Emine Erdoğan'dan ""Uluslararası İslam Sanatları Fuarı""na davet",non-sarcastic
zaytung,"20 Yıl Önce Emekli İkramiyesiyle Ev Alıp Maaşıyla Üniversitede Çocuk Okutabiliyorken Şu An Marketten Beyaz Peynir Alamayan Muzaffer Yiycek(68), Futbolcuların Enayiliğine Şaşırıyor: ''İnsan soyulduğunu nasıl anlamaz?''",sarcastic
zaytung,"A Haber'de Dün Akşam Başlayan Davutoğlu Eleştirileri, Erdoğan'ı Tedirgin Ediyor: ''Lan demek bize de bir şey olsa... Vay be...''",sarcastic
trt,Bakan Uraloğlu: Sosyal medyada zararlı içerikler için yaş sınırlaması getireceğiz,non-sarcastic
trt,"İmralı, PKK'ya silah bırakma çağrısı yaptı",non-sarcastic
trt,Bingazi'ye 10 yıl sonra ilk sefer yapıldı,non-sarcastic
trt,"Yerlikaya: ""Gazze İçin El Ele"" kampanyasıyla yüreklere umut olacağız",non-sarcastic
trt,İstanbul Valisi Gül: Taksim'de toplanma çağrısı yapmak provokasyondur,non-sarcastic
zaytung,"Suriye'ye Demokrasi Getirme Bahanesiyle Müdahele Etmeye Hazırlanan Türkiye'yi ""Lan yoksa emperyalist güç mü oluyoruz"" Heyecanı Sardı",sarcastic
zaytung,Efsanelerde Adı Geçen Dingo'nun Ahırı'nın Türkiye Sınırları İçerisinde Olduğu Kesinlik Kazandı...,sarcastic
trt,"""Asrın Birlikteliği ile Asrın İnşa Seferberliği"" devam ediyor",non-sarcastic
zaytung,"14 Ağustos Öncesi Heyecan Dorukta: Türkiye, Olaysız Atlatabilirse 4 Hafta Üst Üste Önemli Bir Felaket Yaşamama Rekorunu Yineleyecek...",sarcastic
trt,"Dışişleri Bakanı Fidan, Ürdün Dışişleri Bakanı Safedi ile görüştü",non-sarcastic
zaytung,"Hükumet, Rıza Sarraf Davasında Son Kozunu Oynamaya Hazırlanıyor: Ebru Gündeş'in Çocuğunun Psikolojisi İçin BM'den Gözlemci Talep Edildi...",sarcastic
trt,Borsada manipülasyon operasyonu: 12 gözaltı,non-sarcastic
trt,"Büyükelçiler, Cumhurbaşkanı Erdoğan'a güven mektubu sunacak",non-sarcastic
zaytung,"AK Parti, Henüz Melih Gökçek'le İlgili Espri Yapmayan Vatandaşlar İçin İstifa Sürecinin 2 Gün Daha Uzatıldığını Duyurdu...",sarcastic
trt,TCMB Başkanı Fatih Karahan'a FPA Medal ödülü takdim edildi,non-sarcastic
trt,Meclis'te bu hafta hangi konular görüşülecek? İşte gündem başlıkları...,non-sarcastic
